Logged started on,19/07/2020 22:11:08
Feature,Accelerometer
Nodes,AM1V310 @395930

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg)
19/07/2020 22:27:19.647,971101,AM1V310 @395930,61351,D4FF1DFFE403,-44,-227,996
19/07/2020 22:27:19.707,971161,AM1V310 @395930,61357,D4FF1EFFE203,-44,-226,994
19/07/2020 22:27:19.736,971189,AM1V310 @395930,61363,D4FF1EFFE203,-44,-226,994
19/07/2020 22:27:19.797,971251,AM1V310 @395930,61369,D4FF1EFFDF03,-44,-226,991
19/07/2020 22:27:19.857,971311,AM1V310 @395930,61376,D4FF1EFFE003,-44,-226,992
19/07/2020 22:27:19.887,971341,AM1V310 @395930,61382,D3FF1EFFE203,-45,-226,994
19/07/2020 22:27:19.947,971401,AM1V310 @395930,61388,D4FF1EFFE203,-44,-226,994
19/07/2020 22:27:20.007,971461,AM1V310 @395930,61394,D3FF1CFFE103,-45,-228,993
19/07/2020 22:27:20.036,971489,AM1V310 @395930,61401,D4FF1EFFE103,-44,-226,993
19/07/2020 22:27:20.096,971550,AM1V310 @395930,61407,D3FF1EFFE203,-45,-226,994
19/07/2020 22:27:20.157,971611,AM1V310 @395930,61413,D2FF1EFFE403,-46,-226,996
19/07/2020 22:27:20.187,971641,AM1V310 @395930,61419,D2FF1CFFE203,-46,-228,994
19/07/2020 22:27:20.247,971701,AM1V310 @395930,61426,D4FF1EFFE403,-44,-226,996
19/07/2020 22:27:20.307,971761,AM1V310 @395930,61432,D5FF1CFFE203,-43,-228,994
19/07/2020 22:27:20.337,971791,AM1V310 @395930,61438,D2FF1EFFE003,-46,-226,992
19/07/2020 22:27:20.397,971851,AM1V310 @395930,61444,D5FF1EFFE203,-43,-226,994
19/07/2020 22:27:20.457,971911,AM1V310 @395930,61451,D4FF1DFFDF03,-44,-227,991
19/07/2020 22:27:20.486,971940,AM1V310 @395930,61457,D2FF1EFFE003,-46,-226,992
19/07/2020 22:27:20.546,972000,AM1V310 @395930,61463,D3FF1EFFE103,-45,-226,993
19/07/2020 22:27:20.607,972061,AM1V310 @395930,61469,D4FF1DFFE003,-44,-227,992
19/07/2020 22:27:20.636,972089,AM1V310 @395930,61476,D3FF1DFFE203,-45,-227,994
19/07/2020 22:27:20.698,972152,AM1V310 @395930,61482,D4FF1EFFE303,-44,-226,995
19/07/2020 22:27:20.756,972210,AM1V310 @395930,61488,D4FF1CFFE003,-44,-228,992
19/07/2020 22:27:20.787,972241,AM1V310 @395930,61494,D4FF1DFFE203,-44,-227,994
19/07/2020 22:27:20.847,972301,AM1V310 @395930,61501,D5FF20FFE303,-43,-224,995
19/07/2020 22:27:20.907,972361,AM1V310 @395930,61507,D3FF1DFFE203,-45,-227,994
19/07/2020 22:27:20.936,972389,AM1V310 @395930,61513,D3FF1CFFDF03,-45,-228,991
19/07/2020 22:27:20.998,972452,AM1V310 @395930,61519,D3FF1DFFE303,-45,-227,995
19/07/2020 22:27:21.057,972511,AM1V310 @395930,61526,D4FF1DFFDE03,-44,-227,990
19/07/2020 22:27:21.086,972540,AM1V310 @395930,61532,D2FF1DFFE003,-46,-227,992
19/07/2020 22:27:21.147,972601,AM1V310 @395930,61538,D3FF1DFFE003,-45,-227,992
19/07/2020 22:27:21.207,972661,AM1V310 @395930,61544,D4FF1DFFE103,-44,-227,993
19/07/2020 22:27:21.236,972689,AM1V310 @395930,61551,D3FF1DFFDD03,-45,-227,989
19/07/2020 22:27:21.297,972751,AM1V310 @395930,61557,D4FF1EFFDF03,-44,-226,991
19/07/2020 22:27:21.357,972811,AM1V310 @395930,61563,D3FF1DFFE003,-45,-227,992
19/07/2020 22:27:21.387,972840,AM1V310 @395930,61569,D3FF1DFFDF03,-45,-227,991
19/07/2020 22:27:21.447,972901,AM1V310 @395930,61576,D4FF1DFFE003,-44,-227,992
19/07/2020 22:27:21.507,972961,AM1V310 @395930,61582,D3FF1EFFE103,-45,-226,993
19/07/2020 22:27:21.536,972989,AM1V310 @395930,61588,D3FF1EFFDF03,-45,-226,991
19/07/2020 22:27:21.598,973052,AM1V310 @395930,61594,D3FF1DFFE003,-45,-227,992
19/07/2020 22:27:21.657,973111,AM1V310 @395930,61601,D3FF1DFFDF03,-45,-227,991
19/07/2020 22:27:21.686,973140,AM1V310 @395930,61607,D4FF1DFFDF03,-44,-227,991
19/07/2020 22:27:21.747,973201,AM1V310 @395930,61613,D3FF1DFFDF03,-45,-227,991
19/07/2020 22:27:21.807,973261,AM1V310 @395930,61619,D4FF1DFFDF03,-44,-227,991
19/07/2020 22:27:21.836,973289,AM1V310 @395930,61626,D4FF1FFFE203,-44,-225,994
19/07/2020 22:27:21.898,973351,AM1V310 @395930,61632,D3FF1CFFDE03,-45,-228,990
19/07/2020 22:27:21.957,973411,AM1V310 @395930,61638,D3FF1EFFE003,-45,-226,992
19/07/2020 22:27:21.986,973440,AM1V310 @395930,61644,D3FF1DFFE003,-45,-227,992
19/07/2020 22:27:22.047,973501,AM1V310 @395930,61651,D3FF1CFFDF03,-45,-228,991
19/07/2020 22:27:22.107,973561,AM1V310 @395930,61657,D4FF1DFFE103,-44,-227,993
19/07/2020 22:27:22.136,973589,AM1V310 @395930,61663,D4FF1DFFE203,-44,-227,994
19/07/2020 22:27:22.196,973650,AM1V310 @395930,61669,D4FF1DFFE203,-44,-227,994
19/07/2020 22:27:22.257,973711,AM1V310 @395930,61676,D4FF1DFFE103,-44,-227,993
19/07/2020 22:27:22.286,973740,AM1V310 @395930,61682,D3FF1DFFE203,-45,-227,994
19/07/2020 22:27:22.347,973801,AM1V310 @395930,61688,D4FF1DFFE303,-44,-227,995
19/07/2020 22:27:22.406,973861,AM1V310 @395930,61694,D4FF1DFFE203,-44,-227,994
19/07/2020 22:27:22.436,973890,AM1V310 @395930,61701,D3FF1DFFE303,-45,-227,995
19/07/2020 22:27:22.496,973950,AM1V310 @395930,61707,D3FF1DFFE303,-45,-227,995
19/07/2020 22:27:22.557,974011,AM1V310 @395930,61713,D4FF1DFFE303,-44,-227,995
19/07/2020 22:27:22.587,974041,AM1V310 @395930,61719,D4FF1EFFE303,-44,-226,995
19/07/2020 22:27:22.647,974101,AM1V310 @395930,61726,D4FF1EFFE303,-44,-226,995
19/07/2020 22:27:22.707,974161,AM1V310 @395930,61732,D3FF1DFFE203,-45,-227,994
19/07/2020 22:27:22.737,974190,AM1V310 @395930,61738,D3FF1DFFE403,-45,-227,996
19/07/2020 22:27:22.797,974251,AM1V310 @395930,61744,D5FF1EFFE503,-43,-226,997
19/07/2020 22:27:22.857,974311,AM1V310 @395930,61751,D4FF1DFFE303,-44,-227,995
19/07/2020 22:27:22.886,974340,AM1V310 @395930,61757,D4FF1DFFE403,-44,-227,996
19/07/2020 22:27:22.947,974401,AM1V310 @395930,61763,D4FF1EFFE303,-44,-226,995
19/07/2020 22:27:23.006,974460,AM1V310 @395930,61769,D3FF1EFFE303,-45,-226,995
19/07/2020 22:27:23.037,974490,AM1V310 @395930,61776,D4FF1DFFE303,-44,-227,995
19/07/2020 22:27:23.098,974552,AM1V310 @395930,61782,D4FF1EFFE403,-44,-226,996
19/07/2020 22:27:23.157,974611,AM1V310 @395930,61788,D4FF1EFFE403,-44,-226,996
19/07/2020 22:27:23.187,974641,AM1V310 @395930,61794,D3FF1EFFE403,-45,-226,996
19/07/2020 22:27:23.247,974701,AM1V310 @395930,61801,DDFF23FFE103,-35,-221,993
19/07/2020 22:27:23.307,974761,AM1V310 @395930,61807,E1FF28FFDE03,-31,-216,990
19/07/2020 22:27:23.336,974789,AM1V310 @395930,61813,D3FF39FFD203,-45,-199,978
19/07/2020 22:27:23.398,974851,AM1V310 @395930,61819,D1FF1FFFE003,-47,-225,992
19/07/2020 22:27:23.456,974910,AM1V310 @395930,61826,D3FF1CFFE603,-45,-228,998
19/07/2020 22:27:23.486,974940,AM1V310 @395930,61832,D5FF21FFE203,-43,-223,994
19/07/2020 22:27:23.546,975000,AM1V310 @395930,61838,D4FF1EFFE303,-44,-226,995
19/07/2020 22:27:23.606,975060,AM1V310 @395930,61844,D2FF1EFFE203,-46,-226,994
19/07/2020 22:27:23.636,975089,AM1V310 @395930,61851,D3FF1EFFE403,-45,-226,996
19/07/2020 22:27:23.698,975152,AM1V310 @395930,61857,D3FF1DFFE003,-45,-227,992
19/07/2020 22:27:23.757,975211,AM1V310 @395930,61863,D3FF1EFFE403,-45,-226,996
19/07/2020 22:27:23.787,975240,AM1V310 @395930,61869,D3FF1FFFE403,-45,-225,996
19/07/2020 22:27:23.847,975301,AM1V310 @395930,61876,D4FF1EFFE403,-44,-226,996
19/07/2020 22:27:23.907,975361,AM1V310 @395930,61882,D4FF1EFFE503,-44,-226,997
19/07/2020 22:27:23.936,975389,AM1V310 @395930,61888,D4FF1DFFE403,-44,-227,996
19/07/2020 22:27:23.998,975451,AM1V310 @395930,61894,D3FF1EFFE603,-45,-226,998
19/07/2020 22:27:24.057,975511,AM1V310 @395930,61901,D5FF1EFFE503,-43,-226,997
19/07/2020 22:27:24.087,975541,AM1V310 @395930,61907,D4FF1CFFE403,-44,-228,996
19/07/2020 22:27:24.147,975601,AM1V310 @395930,61913,D2FF1EFFE503,-46,-226,997
19/07/2020 22:27:24.208,975662,AM1V310 @395930,61919,D3FF1FFFE303,-45,-225,995
19/07/2020 22:27:24.237,975691,AM1V310 @395930,61926,D5FF20FFE703,-43,-224,999
19/07/2020 22:27:24.297,975751,AM1V310 @395930,61932,D4FF1DFFE203,-44,-227,994
19/07/2020 22:27:24.357,975811,AM1V310 @395930,61938,D4FF1EFFE703,-44,-226,999
19/07/2020 22:27:24.388,975841,AM1V310 @395930,61944,D1FF1AFFDF03,-47,-230,991
19/07/2020 22:27:24.447,975901,AM1V310 @395930,61951,D4FF1CFFE803,-44,-228,1000
19/07/2020 22:27:24.507,975961,AM1V310 @395930,61957,D4FF1CFFE703,-44,-228,999
19/07/2020 22:27:24.536,975989,AM1V310 @395930,61963,D2FF1BFFDF03,-46,-229,991
19/07/2020 22:27:24.597,976051,AM1V310 @395930,61969,D5FF1AFFE103,-43,-230,993
19/07/2020 22:27:24.657,976111,AM1V310 @395930,61976,D3FF1BFFE403,-45,-229,996
19/07/2020 22:27:24.688,976141,AM1V310 @395930,61982,D2FF1AFFE003,-46,-230,992
19/07/2020 22:27:24.746,976200,AM1V310 @395930,61988,D3FF1AFFE003,-45,-230,992
19/07/2020 22:27:24.807,976261,AM1V310 @395930,61994,D4FF1BFFE203,-44,-229,994
19/07/2020 22:27:24.836,976289,AM1V310 @395930,62001,D2FF1AFFE103,-46,-230,993
19/07/2020 22:27:24.999,976453,AM1V310 @395930,62007,D3FF1AFFE103,-45,-230,993
19/07/2020 22:27:24.999,976454,AM1V310 @395930,62013,D3FF1BFFE003,-45,-229,992
19/07/2020 22:27:24.999,976454,AM1V310 @395930,62019,D3FF1BFFE003,-45,-229,992
19/07/2020 22:27:25.118,976572,AM1V310 @395930,62032,D3FF1AFFE003,-45,-230,992
19/07/2020 22:27:25.118,976573,AM1V310 @395930,62026,D4FF19FFE003,-44,-231,992
19/07/2020 22:27:25.140,976593,AM1V310 @395930,62038,D3FF1AFFE203,-45,-230,994
19/07/2020 22:27:25.198,976651,AM1V310 @395930,62044,D4FF1BFFE103,-44,-229,993
19/07/2020 22:27:25.256,976710,AM1V310 @395930,62051,D4FF1BFFE103,-44,-229,993
19/07/2020 22:27:25.287,976740,AM1V310 @395930,62057,D3FF1BFFE103,-45,-229,993
19/07/2020 22:27:25.347,976801,AM1V310 @395930,62063,D4FF1AFFE203,-44,-230,994
19/07/2020 22:27:25.407,976861,AM1V310 @395930,62069,D3FF1AFFE203,-45,-230,994
19/07/2020 22:27:25.437,976891,AM1V310 @395930,62076,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:25.498,976951,AM1V310 @395930,62082,D4FF1AFFE403,-44,-230,996
19/07/2020 22:27:25.557,977011,AM1V310 @395930,62088,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:25.586,977040,AM1V310 @395930,62094,D3FF1AFFE203,-45,-230,994
19/07/2020 22:27:25.647,977101,AM1V310 @395930,62101,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:25.706,977161,AM1V310 @395930,62107,D4FF1AFFE203,-44,-230,994
19/07/2020 22:27:25.736,977190,AM1V310 @395930,62113,D3FF1AFFE203,-45,-230,994
19/07/2020 22:27:25.800,977254,AM1V310 @395930,62119,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:25.857,977311,AM1V310 @395930,62126,D4FF1AFFE303,-44,-230,995
19/07/2020 22:27:25.886,977340,AM1V310 @395930,62132,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:25.947,977401,AM1V310 @395930,62138,D3FF1CFFE303,-45,-228,995
19/07/2020 22:27:26.007,977461,AM1V310 @395930,62144,D4FF1BFFE203,-44,-229,994
19/07/2020 22:27:26.036,977490,AM1V310 @395930,62151,D3FF1BFFE103,-45,-229,993
19/07/2020 22:27:26.097,977551,AM1V310 @395930,62157,D3FF1AFFE103,-45,-230,993
19/07/2020 22:27:26.157,977611,AM1V310 @395930,62163,D3FF1BFFE103,-45,-229,993
19/07/2020 22:27:26.186,977640,AM1V310 @395930,62169,D4FF1AFFE203,-44,-230,994
19/07/2020 22:27:26.247,977701,AM1V310 @395930,62176,D3FF1BFFE103,-45,-229,993
19/07/2020 22:27:26.307,977761,AM1V310 @395930,62182,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:26.337,977791,AM1V310 @395930,62188,D4FF1BFFE103,-44,-229,993
19/07/2020 22:27:26.397,977851,AM1V310 @395930,62194,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:26.457,977911,AM1V310 @395930,62201,D4FF1AFFE103,-44,-230,993
19/07/2020 22:27:26.486,977939,AM1V310 @395930,62207,D3FF1AFFE203,-45,-230,994
19/07/2020 22:27:26.547,978001,AM1V310 @395930,62213,D4FF1BFFE203,-44,-229,994
19/07/2020 22:27:26.607,978061,AM1V310 @395930,62219,D3FF1BFFE303,-45,-229,995
19/07/2020 22:27:26.637,978091,AM1V310 @395930,62226,D3FF1BFFE303,-45,-229,995
19/07/2020 22:27:26.697,978151,AM1V310 @395930,62232,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:26.757,978211,AM1V310 @395930,62238,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:26.786,978239,AM1V310 @395930,62244,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:26.847,978301,AM1V310 @395930,62251,D3FF1BFFE403,-45,-229,996
19/07/2020 22:27:26.907,978361,AM1V310 @395930,62257,D4FF1BFFE403,-44,-229,996
19/07/2020 22:27:26.937,978390,AM1V310 @395930,62263,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:26.997,978450,AM1V310 @395930,62269,D4FF1BFFE403,-44,-229,996
19/07/2020 22:27:27.056,978510,AM1V310 @395930,62276,D3FF1BFFE303,-45,-229,995
19/07/2020 22:27:27.086,978540,AM1V310 @395930,62282,D3FF1CFFE303,-45,-228,995
19/07/2020 22:27:27.147,978600,AM1V310 @395930,62288,D3FF1BFFE403,-45,-229,996
19/07/2020 22:27:27.207,978661,AM1V310 @395930,62294,D4FF1CFFE303,-44,-228,995
19/07/2020 22:27:27.237,978691,AM1V310 @395930,62301,D4FF1BFFE203,-44,-229,994
19/07/2020 22:27:27.298,978751,AM1V310 @395930,62307,D3FF1BFFE303,-45,-229,995
19/07/2020 22:27:27.357,978810,AM1V310 @395930,62313,D3FF1CFFE303,-45,-228,995
19/07/2020 22:27:27.417,978871,AM1V310 @395930,62319,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:27.446,978900,AM1V310 @395930,62326,D3FF1CFFE103,-45,-228,993
19/07/2020 22:27:27.506,978960,AM1V310 @395930,62332,D3FF1BFFE103,-45,-229,993
19/07/2020 22:27:27.537,978991,AM1V310 @395930,62338,D3FF1BFFE303,-45,-229,995
19/07/2020 22:27:27.597,979051,AM1V310 @395930,62344,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:27.657,979111,AM1V310 @395930,62351,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:27.686,979140,AM1V310 @395930,62357,D3FF1CFFE303,-45,-228,995
19/07/2020 22:27:27.747,979201,AM1V310 @395930,62363,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:27.807,979261,AM1V310 @395930,62369,D4FF1CFFE203,-44,-228,994
19/07/2020 22:27:27.836,979290,AM1V310 @395930,62376,D5FF1BFFE303,-43,-229,995
19/07/2020 22:27:27.898,979351,AM1V310 @395930,62382,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:27.957,979411,AM1V310 @395930,62388,D4FF1BFFE403,-44,-229,996
19/07/2020 22:27:27.986,979440,AM1V310 @395930,62394,D4FF1CFFE203,-44,-228,994
19/07/2020 22:27:28.047,979501,AM1V310 @395930,62401,D4FF1CFFE203,-44,-228,994
19/07/2020 22:27:28.107,979561,AM1V310 @395930,62407,D3FF1BFFE303,-45,-229,995
19/07/2020 22:27:28.137,979591,AM1V310 @395930,62413,D4FF1DFFE303,-44,-227,995
19/07/2020 22:27:28.198,979652,AM1V310 @395930,62419,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:28.257,979711,AM1V310 @395930,62426,D3FF1BFFE303,-45,-229,995
19/07/2020 22:27:28.286,979739,AM1V310 @395930,62432,D4FF1BFFE203,-44,-229,994
19/07/2020 22:27:28.347,979801,AM1V310 @395930,62438,D5FF1BFFE203,-43,-229,994
19/07/2020 22:27:28.407,979861,AM1V310 @395930,62444,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:28.438,979892,AM1V310 @395930,62451,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:28.497,979951,AM1V310 @395930,62457,D3FF1CFFE203,-45,-228,994
19/07/2020 22:27:28.557,980011,AM1V310 @395930,62463,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:28.586,980039,AM1V310 @395930,62469,D4FF1CFFE203,-44,-228,994
19/07/2020 22:27:28.647,980101,AM1V310 @395930,62476,D4FF1BFFE103,-44,-229,993
19/07/2020 22:27:28.707,980162,AM1V310 @395930,62482,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:28.737,980190,AM1V310 @395930,62488,D3FF1BFFE303,-45,-229,995
19/07/2020 22:27:28.797,980251,AM1V310 @395930,62494,D3FF1CFFE303,-45,-228,995
19/07/2020 22:27:28.857,980311,AM1V310 @395930,62501,D3FF1BFFE103,-45,-229,993
19/07/2020 22:27:28.886,980340,AM1V310 @395930,62507,D4FF1CFFE203,-44,-228,994
19/07/2020 22:27:28.947,980400,AM1V310 @395930,62513,D3FF1CFFE103,-45,-228,993
19/07/2020 22:27:29.007,980461,AM1V310 @395930,62519,D4FF1BFFE103,-44,-229,993
19/07/2020 22:27:29.037,980490,AM1V310 @395930,62526,D4FF1CFFE103,-44,-228,993
19/07/2020 22:27:29.097,980550,AM1V310 @395930,62532,D4FF1CFFE003,-44,-228,992
19/07/2020 22:27:29.156,980610,AM1V310 @395930,62538,D3FF1BFFE103,-45,-229,993
19/07/2020 22:27:29.187,980640,AM1V310 @395930,62544,D2FF1CFFE103,-46,-228,993
19/07/2020 22:27:29.247,980701,AM1V310 @395930,62551,D3FF1CFFE003,-45,-228,992
19/07/2020 22:27:29.308,980762,AM1V310 @395930,62557,D3FF1BFFE003,-45,-229,992
19/07/2020 22:27:29.337,980790,AM1V310 @395930,62563,D4FF1BFFE103,-44,-229,993
19/07/2020 22:27:29.398,980852,AM1V310 @395930,62569,D3FF1CFFDF03,-45,-228,991
19/07/2020 22:27:29.457,980911,AM1V310 @395930,62576,D4FF1DFFE103,-44,-227,993
19/07/2020 22:27:29.486,980940,AM1V310 @395930,62582,D3FF1BFFE003,-45,-229,992
19/07/2020 22:27:29.547,981001,AM1V310 @395930,62588,D2FF1CFFE003,-46,-228,992
19/07/2020 22:27:29.607,981061,AM1V310 @395930,62594,D3FF1CFFE103,-45,-228,993
19/07/2020 22:27:29.636,981090,AM1V310 @395930,62601,D3FF1CFFE203,-45,-228,994
19/07/2020 22:27:29.698,981151,AM1V310 @395930,62607,D4FF1CFFE203,-44,-228,994
19/07/2020 22:27:29.757,981211,AM1V310 @395930,62613,D2FF1CFFE103,-46,-228,993
19/07/2020 22:27:29.786,981239,AM1V310 @395930,62619,D3FF1CFFE203,-45,-228,994
19/07/2020 22:27:29.847,981301,AM1V310 @395930,62626,D3FF1BFFE303,-45,-229,995
19/07/2020 22:27:29.907,981361,AM1V310 @395930,62632,D4FF1BFFE203,-44,-229,994
19/07/2020 22:27:29.937,981391,AM1V310 @395930,62638,D3FF1CFFE203,-45,-228,994
19/07/2020 22:27:29.998,981451,AM1V310 @395930,62644,D4FF1BFFE203,-44,-229,994
19/07/2020 22:27:30.057,981512,AM1V310 @395930,62651,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:30.086,981539,AM1V310 @395930,62657,D2FF1BFFE903,-46,-229,1001
19/07/2020 22:27:30.147,981601,AM1V310 @395930,62663,D3FF1AFFDF03,-45,-230,991
19/07/2020 22:27:30.207,981661,AM1V310 @395930,62669,D4FF1AFFE403,-44,-230,996
19/07/2020 22:27:30.237,981691,AM1V310 @395930,62676,D3FF1BFFE103,-45,-229,993
19/07/2020 22:27:30.297,981751,AM1V310 @395930,62682,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:30.357,981811,AM1V310 @395930,62688,D3FF1AFFE203,-45,-230,994
19/07/2020 22:27:30.417,981871,AM1V310 @395930,62694,D2FF1AFFE203,-46,-230,994
19/07/2020 22:27:30.446,981900,AM1V310 @395930,62701,D3FF1AFFE303,-45,-230,995
19/07/2020 22:27:30.507,981961,AM1V310 @395930,62707,D2FF1BFFE403,-46,-229,996
19/07/2020 22:27:30.536,981990,AM1V310 @395930,62713,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:30.598,982051,AM1V310 @395930,62719,D4FF1CFFE603,-44,-228,998
19/07/2020 22:27:30.657,982112,AM1V310 @395930,62726,D4FF1BFFE103,-44,-229,993
19/07/2020 22:27:30.686,982139,AM1V310 @395930,62732,D2FF1BFFE503,-46,-229,997
19/07/2020 22:27:30.747,982201,AM1V310 @395930,62738,D4FF1BFFE303,-44,-229,995
19/07/2020 22:27:30.807,982261,AM1V310 @395930,62744,D3FF1AFFE103,-45,-230,993
19/07/2020 22:27:30.840,982293,AM1V310 @395930,62751,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:30.897,982351,AM1V310 @395930,62757,D3FF1BFFE403,-45,-229,996
19/07/2020 22:27:30.957,982411,AM1V310 @395930,62763,D3FF1BFFE203,-45,-229,994
19/07/2020 22:27:30.986,982440,AM1V310 @395930,62769,D4FF1BFFE103,-44,-229,993
19/07/2020 22:27:31.047,982501,AM1V310 @395930,62776,D5FF17FFE203,-43,-233,994
19/07/2020 22:27:31.107,982560,AM1V310 @395930,62782,D0FF1DFFE203,-48,-227,994
19/07/2020 22:27:31.138,982591,AM1V310 @395930,62788,D3FF1AFFE403,-45,-230,996
19/07/2020 22:27:31.197,982651,AM1V310 @395930,62794,D5FF1BFFE403,-43,-229,996
19/07/2020 22:27:31.257,982711,AM1V310 @395930,62801,D3FF1BFFE003,-45,-229,992
19/07/2020 22:27:31.286,982740,AM1V310 @395930,62807,D2FF26FFE103,-46,-218,993
19/07/2020 22:27:31.347,982801,AM1V310 @395930,62813,D6FF1FFFE203,-42,-225,994
19/07/2020 22:27:31.407,982861,AM1V310 @395930,62819,D4FF1BFFDE03,-44,-229,990
19/07/2020 22:27:31.438,982891,AM1V310 @395930,62826,D2FF1CFFE203,-46,-228,994
19/07/2020 22:27:31.497,982951,AM1V310 @395930,62832,D5FF1BFFE503,-43,-229,997
19/07/2020 22:27:31.557,983011,AM1V310 @395930,62838,D5FF1AFFE403,-43,-230,996
19/07/2020 22:27:31.586,983040,AM1V310 @395930,62844,D3FF1BFFE003,-45,-229,992
19/07/2020 22:27:31.647,983101,AM1V310 @395930,62851,D2FF1CFFE203,-46,-228,994
19/07/2020 22:27:31.707,983161,AM1V310 @395930,62857,D5FF1BFFE303,-43,-229,995
19/07/2020 22:27:31.737,983191,AM1V310 @395930,62863,D2FF1BFFE103,-46,-229,993
19/07/2020 22:27:31.798,983251,AM1V310 @395930,62869,D3FF1BFFE403,-45,-229,996
19/07/2020 22:27:40.857,992311,AM1V310 @395930,64003,D4FF1DFFE403,-44,-227,996
19/07/2020 22:27:40.918,992371,AM1V310 @395930,64009,D4FF1EFFE303,-44,-226,995
19/07/2020 22:27:40.978,992432,AM1V310 @395930,64015,D4FF1DFFE303,-44,-227,995
19/07/2020 22:27:41.008,992463,AM1V310 @395930,64022,D4FF1DFFE503,-44,-227,997
19/07/2020 22:27:41.068,992522,AM1V310 @395930,64028,D3FF1EFFE303,-45,-226,995
19/07/2020 22:27:41.128,992582,AM1V310 @395930,64034,D4FF1EFFE303,-44,-226,995
19/07/2020 22:27:41.157,992611,AM1V310 @395930,64040,D4FF1EFFE403,-44,-226,996
19/07/2020 22:27:41.218,992671,AM1V310 @395930,64047,D4FF1EFFE403,-44,-226,996
19/07/2020 22:27:41.278,992732,AM1V310 @395930,64053,D4FF1DFFE403,-44,-227,996
19/07/2020 22:27:41.307,992761,AM1V310 @395930,64059,D4FF1DFFE503,-44,-227,997
19/07/2020 22:27:41.368,992821,AM1V310 @395930,64065,D4FF1DFFE503,-44,-227,997
19/07/2020 22:27:41.428,992882,AM1V310 @395930,64072,D3FF1DFFE403,-45,-227,996
19/07/2020 22:27:41.456,992910,AM1V310 @395930,64078,D4FF1EFFE403,-44,-226,996
19/07/2020 22:27:41.518,992971,AM1V310 @395930,64084,D4FF1EFFE503,-44,-226,997
19/07/2020 22:27:41.578,993031,AM1V310 @395930,64090,D5FF1EFFE403,-43,-226,996
19/07/2020 22:27:41.608,993061,AM1V310 @395930,64097,D3FF1DFFE403,-45,-227,996
19/07/2020 22:27:41.668,993121,AM1V310 @395930,64103,D4FF1DFFE603,-44,-227,998
19/07/2020 22:27:41.728,993182,AM1V310 @395930,64109,D4FF1EFFE303,-44,-226,995
19/07/2020 22:27:41.757,993210,AM1V310 @395930,64115,D3FF1DFFE403,-45,-227,996
19/07/2020 22:27:41.818,993271,AM1V310 @395930,64122,D4FF1DFFE303,-44,-227,995
19/07/2020 22:27:41.878,993331,AM1V310 @395930,64128,D3FF1EFFE203,-45,-226,994
19/07/2020 22:27:41.907,993361,AM1V310 @395930,64134,D3FF20FFE303,-45,-224,995
19/07/2020 22:27:41.968,993422,AM1V310 @395930,64140,D3FF21FFE403,-45,-223,996
19/07/2020 22:27:42.028,993482,AM1V310 @395930,64147,D4FF22FFE403,-44,-222,996
19/07/2020 22:27:42.056,993510,AM1V310 @395930,64153,E5FF17FFD903,-27,-233,985
19/07/2020 22:27:42.118,993572,AM1V310 @395930,64159,F3FF36FF2F04,-13,-202,1071
19/07/2020 22:27:42.178,993632,AM1V310 @395930,64165,C1FF30FFE403,-63,-208,996
19/07/2020 22:27:42.207,993660,AM1V310 @395930,64172,D8FF27FFEE03,-40,-217,1006
19/07/2020 22:27:42.270,993724,AM1V310 @395930,64178,D5FF28FFE603,-43,-216,998
19/07/2020 22:27:42.328,993782,AM1V310 @395930,64184,D5FF29FFE503,-43,-215,997
19/07/2020 22:27:42.356,993810,AM1V310 @395930,64190,D5FF28FFE603,-43,-216,998
19/07/2020 22:27:42.418,993872,AM1V310 @395930,64197,D5FF28FFE703,-43,-216,999
19/07/2020 22:27:42.478,993932,AM1V310 @395930,64203,D5FF2AFFE703,-43,-214,999
19/07/2020 22:27:42.508,993961,AM1V310 @395930,64209,D5FF28FFE503,-43,-216,997
