sr_no,HostTimestamp,NodeTimestamp_x,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y_dps,Z_dps,move_type
29,1406902,180966,230,143,964,-588,-217,-39,7.9,4.6,3.6,L
30,1406942,180972,218,154,968,-586,-213,-40,1.1,0,1.6,L
31,1407001,180978,226,149,971,-583,-213,-39,0.2,-0.9,2.8,L
32,1407031,180985,231,144,973,-582,-214,-40,0.4,0,1.6,L
33,1407092,180991,238,143,960,-580,-217,-40,0.9,0.4,2.2,L
34,1407152,180997,238,143,960,-583,-214,-37,-0.7,0.2,0.7,L
35,1407184,181003,217,156,975,-586,-216,-42,0.7,2.2,1.1,L
36,1407241,181010,203,160,994,-583,-222,-45,-0.2,0.4,1.6,L
37,1407302,181016,205,152,978,-583,-216,-40,0.6,1,2.1,L
38,1407331,181022,218,159,960,-580,-216,-39,-0.4,0.7,2.6,L
39,1407392,181028,221,161,971,-588,-213,-42,-0.4,-0.2,2.9,L
40,1407452,181035,222,130,974,-580,-220,-34,0,0.7,1.9,L
41,1407481,181041,206,141,998,-582,-229,-43,2.3,0.7,1.8,L
42,1407546,181047,213,133,977,-589,-220,-34,-0.4,-2.1,1.6,L
43,1407602,181053,217,142,967,-580,-213,-39,-0.3,-1.4,0.8,L
44,1407631,181060,216,158,965,-594,-210,-42,0.9,0.8,1.1,L
45,1407692,181066,218,162,977,-595,-210,-48,-2.9,-0.9,2.1,L
46,1407751,181072,217,142,986,-583,-208,-37,-0.2,0,2.5,L
47,1407783,181078,214,142,987,-582,-216,-43,0.9,0.1,1.9,L
48,1407842,181085,220,134,979,-589,-214,-40,-0.4,0,0.7,L
49,1407902,181091,218,139,971,-585,-213,-46,-0.5,0,0.4,L
50,1407931,181097,217,145,967,-591,-213,-40,-0.9,-0.2,0.2,L
51,1407992,181103,218,143,962,-592,-211,-46,-0.3,1.1,0,L
52,1408052,181110,209,137,990,-588,-211,-42,-0.3,1.1,0,L
53,1408081,181116,212,134,983,-586,-213,-43,-2.1,0,-0.8,L
54,1408142,181122,221,138,955,-583,-217,-48,-1,2.1,-1.4,L
55,1408203,181128,214,108,957,-585,-216,-49,8.2,4.9,2.3,L
56,1408231,181135,219,140,951,-586,-207,-43,8.1,5.7,-0.7,L
0,1713796,219335,150,-274,1044,-220,-475,-42,-3.3,-5.9,-58.7,R
1,1713846,219341,268,-303,1100,-243,-472,-37,-19.5,2.3,-60.1,R
2,1713906,219347,160,-236,1060,-259,-466,-45,-37.5,10,-63.7,R
3,1713936,219353,121,-254,899,-295,-460,-49,-34.9,-16.2,-58.7,R
4,1713996,219360,197,-121,928,-303,-460,-49,-22.2,-24.9,-54.5,R
5,1714056,219366,101,-67,868,-319,-453,-49,-22.2,-24.9,-54.5,R
6,1714084,219372,190,-24,919,-340,-438,-39,-16.8,-14.4,-51.1,R
7,1714146,219378,219,29,894,-355,-441,-34,-8.4,-19.9,-43.1,R
8,1714206,219385,384,71,898,-361,-453,-31,-5.8,-15.2,-31,R
9,1714234,219391,426,54,945,-379,-436,-27,-14.6,6.8,-16.3,R
10,1714296,219397,367,-8,944,-372,-439,-39,-7.3,4,-1.8,R
11,1714356,219403,366,-52,972,-372,-441,-39,-5.1,0.8,8.8,R
12,1714384,219410,311,-136,980,-361,-445,-36,-1.4,-2.1,15.6,R
13,1714445,219416,305,-153,991,-367,-445,-36,0.1,-4.9,16.3,R
14,1714506,219422,305,-153,991,-355,-450,-30,-4.9,-4.2,14.9,R
15,1714534,219428,287,-266,892,-352,-450,-37,-8.3,3,15.6,R
16,1714597,219435,246,-304,878,-349,-448,-43,-3.5,-0.7,13.6,R
17,1714657,219441,225,-289,898,-348,-451,-39,5.1,-7.1,8.4,R
18,1714688,219447,275,-262,932,-354,-447,-33,7.2,-4.9,2.3,R
19,1714745,219453,295,-255,937,-340,-448,-36,5.1,-3,0.2,R
20,1714806,219460,285,-235,955,-349,-454,-31,2.8,-0.4,0.3,R
21,1714834,219466,301,-203,966,-349,-451,-37,1.7,-1.1,-1.8,R
22,1714896,219472,308,-210,935,-352,-453,-37,-1.2,0.5,-0.4,R
23,1714956,219478,308,-208,937,-360,-453,-42,1.6,-2.1,-0.2,R
24,1714986,219485,309,-218,921,-352,-453,-36,3.8,-3.7,-0.7,R
25,1715046,219491,338,-201,926,-351,-453,-37,5.7,-1.5,-4.4,R
26,1715106,219497,349,-193,938,-354,-448,-31,6.9,-3.5,-3,R
27,1715134,219503,340,-188,949,-352,-456,-30,4,-2.6,-0.1,R
28,1715196,219510,331,-182,943,-360,-454,-31,-0.4,0.8,2.5,R
29,1715373,219528,312,-197,950,-361,-453,-27,-1.6,1.2,4.2,R
30,1715373,219516,312,-197,950,-360,-453,-25,-1.6,1.2,4.2,R
31,1715373,219522,312,-197,950,-363,-448,-31,-1.6,1.2,4.2,R
32,1715482,219535,329,-210,946,-352,-451,-33,-0.8,-0.6,2.8,R
33,1715482,219541,329,-210,946,-358,-442,-31,-0.8,-0.6,2.8,R
34,1715497,219547,337,-197,971,-352,-450,-28,-1.7,1.2,2.4,R
35,1715556,219553,300,-216,939,-351,-454,-37,-3.5,0.4,2.8,R
36,1715585,219560,308,-213,905,-355,-445,-43,-3.3,1.1,1.8,R
37,1715646,219566,293,-227,899,-343,-453,-34,-2.4,3.9,3.2,R
38,1715706,219572,287,-210,937,-355,-441,-27,3.7,2.3,2,R
39,1715735,219578,311,-204,954,-352,-459,-37,5.5,1.5,1.8,R
40,1715856,219585,311,-199,965,-348,-454,-33,5.3,0.4,2.2,R
41,1715876,219591,342,-192,968,-349,-456,-40,2.3,1.8,3.3,R
42,1715888,219597,290,-199,973,-355,-442,-42,1.8,1.6,5.1,R
43,1715946,219603,292,-199,962,-345,-453,-43,-0.7,0.7,4.9,R
44,1716005,219610,280,-228,940,-346,-451,-34,-0.7,0,4,R
45,1716034,219616,287,-215,947,-354,-436,-36,1.5,-1.9,1.8,R
46,1716126,219622,296,-195,966,-357,-451,-34,0.7,-1.6,1.7,R
47,1716155,219628,304,-195,943,-357,-445,-34,-0.2,0.4,0.9,R
48,1716187,219635,303,-210,931,-357,-450,-31,-0.2,-0.8,2.1,R
49,1716246,219641,301,-198,942,-361,-450,-42,-0.9,0,3,R
50,1716306,219647,299,-187,958,-348,-444,-36,0.9,0,2.8,R
51,1716341,219653,296,-195,953,-355,-448,-36,0.7,0.4,2.3,R
52,1716396,219660,297,-192,955,-349,-450,-40,0.2,-2,4.6,R
53,1716456,219666,296,-198,938,-351,-457,-30,-2.1,0.6,5.1,R
54,1716484,219672,298,-203,931,-348,-450,-30,-0.2,-0.8,6.3,R
55,1716546,219678,294,-197,942,-357,-448,-33,1.3,-0.6,6.7,R
56,1716606,219685,308,-205,955,-343,-453,-39,2.4,-0.9,8.5,R
57,1716634,219691,308,-185,979,-351,-448,-33,0.5,-1,10.6,R
58,1716695,219697,308,-176,945,-334,-457,-40,-2.1,0.1,12,R
1,1756836,224716,-88,-454,1040,-187,-457,-73,0.2,-11.1,-33.7,R
2,1756897,224722,13,-306,1059,-205,-453,-69,3.7,-13.7,-45.8,R
3,1756955,224728,84,-241,1035,-235,-466,-73,-5.2,-7.7,-59.3,R
4,1756984,224735,84,-241,1035,-235,-466,-73,-10.5,-8.1,-50.9,R
5,1757045,224741,76,-213,958,-250,-454,-69,-12.3,-10.3,-46.2,R
6,1757106,224747,156,-96,1027,-277,-465,-60,-18.6,-21.2,-40,R
7,1757135,224753,33,78,1036,-292,-460,-55,-37.2,0,-48.2,R
8,1757196,224760,99,-35,844,-298,-456,-64,-35.9,-9,-47.2,R
9,1757256,224766,243,96,908,-312,-450,-61,-19.6,-13.2,-30.8,R
10,1757285,224772,325,28,913,-319,-450,-63,-17.4,2.1,-24,R
11,1757345,224778,345,-10,974,-321,-453,-57,-6.7,-1.9,-3.9,R
12,1757406,224785,292,-112,965,-324,-445,-66,-3,-0.9,10.4,R
13,1757435,224791,191,-193,956,-310,-456,-63,0,-0.6,13.3,R
14,1757495,224797,170,-246,942,-316,-456,-57,6.5,-7.4,13.8,R
15,1757556,224803,192,-232,985,-312,-459,-60,3.2,2.3,8.7,R
16,1757585,224810,144,-270,979,-306,-459,-63,2.9,1.3,4.6,R
17,1757645,224816,214,-265,961,-315,-448,-57,1.6,-3.1,4.6,R
18,1757708,224822,197,-264,962,-307,-459,-51,-0.7,0.2,2.7,R
19,1757739,224828,198,-260,952,-318,-453,-64,0.9,-1.4,-0.9,R
20,1757796,224835,194,-233,967,-309,-453,-64,0.7,0.5,-2.9,R
21,1757855,224841,194,-233,967,-316,-445,-63,0.7,-0.1,-2.7,R
22,1757885,224847,204,-220,963,-318,-457,-51,1.7,0.8,-2.1,R
23,1757945,224853,215,-190,966,-313,-451,-58,-0.2,2.3,-0.2,R
24,1758006,224860,195,-233,926,-312,-450,-64,-0.9,2.7,0.7,R
25,1758035,224866,203,-211,952,-319,-444,-66,1.6,2,1.1,R
26,1758125,224872,219,-236,960,-315,-445,-61,2,2.8,-0.2,R
27,1758155,224878,207,-221,985,-324,-445,-67,3.9,1.7,-1.4,R
28,1758185,224885,218,-214,982,-319,-450,-64,2.9,0.5,-1.4,R
29,1758246,224891,211,-191,1000,-324,-454,-64,1.1,0.6,1.7,R
30,1758307,224897,199,-194,973,-324,-451,-63,-0.5,-0.9,4,R
31,1758335,224903,208,-225,944,-318,-450,-58,-1.7,1.6,2.9,R
32,1758396,224910,179,-223,961,-315,-448,-67,0,1.7,4.2,R
33,1758456,224916,179,-223,961,-315,-448,-67,0.7,0.9,2.7,R
34,1758486,224922,203,-225,971,-322,-444,-66,0.8,-0.2,1.4,R
35,1758546,224928,204,-218,981,-315,-453,-72,0.4,-0.2,2.8,R
36,1758607,224935,201,-236,967,-318,-445,-66,-0.4,0.7,1.8,R
37,1758635,224941,210,-213,977,-313,-447,-70,0,1,3.2,R
38,1758696,224947,170,-219,956,-313,-454,-61,0.3,2.1,3.1,R
39,1758756,224953,167,-214,960,-315,-450,-70,5.4,-0.2,1.8,R
40,1758846,224960,211,-197,982,-319,-447,-73,6.5,-1,2,R
41,1758847,224966,198,-204,967,-316,-454,-64,3.7,3.4,2.9,R
42,1758936,224972,192,-212,991,-319,-441,-70,1.4,5.1,3.7,R
43,1758958,224978,200,-222,981,-330,-453,-69,0.4,4.7,3.4,R
44,1758995,224985,174,-211,994,-321,-459,-75,0,4.4,3.5,R
45,1759055,224991,159,-235,987,-318,-451,-64,-0.1,4.5,1.4,R
46,1759092,224997,149,-213,1000,-318,-441,-75,0,0.2,0.5,R
47,1759145,225003,153,-208,991,-315,-436,-73,-0.2,-0.6,1.1,R
48,1759205,225010,153,-208,991,-315,-436,-73,-0.6,-0.2,-0.4,R
49,1759235,225016,175,-210,978,-327,-450,-75,-0.2,-1,1.1,R
50,1759296,225022,155,-207,973,-316,-442,-81,-1.3,1.1,1.1,R
51,1759386,225028,170,-200,983,-321,-439,-82,1.1,-0.5,2.3,R
52,1759405,225035,164,-191,975,-310,-448,-69,0,0.2,1.5,R
53,1759445,225041,170,-194,962,-325,-451,-79,1.4,0,3.3,R
54,1759506,225047,183,-194,973,-316,-442,-72,2,1.8,3.9,R
55,1759535,225053,176,-175,982,-310,-439,-70,4.3,2.5,4.3,R
56,1759596,225060,154,-191,954,-316,-448,-69,3,0.8,7.4,R
57,1759656,225066,196,-140,962,-319,-448,-78,7.9,0.1,9,R
58,1759685,225072,149,-172,928,-318,-448,-73,15.5,1.6,12.2,R
1,67707,20234,-57,-1014,55,285,-222,-307,-1.3,-2.1,0.8,R
2,67737,20240,-66,-1020,69,285,-228,-306,0.5,-0.9,-0.2,R
3,67797,20246,-81,-1030,33,288,-229,-316,-4.9,-8.5,-2.5,R
4,67857,20253,-92,-1040,62,288,-237,-310,-4.9,-7.5,-5.9,R
5,67887,20259,-92,-1004,55,283,-237,-306,-4.8,-5.9,-4.4,R
6,67947,20265,-135,-1004,-6,291,-231,-306,-7.8,3.2,4.1,R
7,68007,20271,-119,-1005,24,285,-235,-310,3.6,1.4,-2.4,R
8,68038,20278,-95,-984,15,285,-232,-309,7,2.6,0.6,R
9,68097,20284,-100,-982,39,282,-232,-307,11.6,5.2,10,R
10,68157,20290,-57,-983,43,276,-225,-307,5.4,6.5,10.5,R
11,68187,20296,-95,-995,68,273,-222,-315,5.1,6,5.5,R
12,68247,20303,-122,-1005,69,273,-205,-306,-0.3,17.5,5.8,R
13,68307,20309,-129,-1002,95,268,-208,-294,0.7,13,-7,R
14,68337,20315,-108,-997,69,268,-210,-298,0.7,13,-7,R
15,68427,20321,-70,-970,0,270,-207,-294,-11.5,12.8,-15.1,R
16,68461,20328,-70,-970,0,274,-205,-297,-11.5,12.8,-15.1,R
17,68487,20334,4,-987,-7,271,-205,-288,-13,15.3,-7.4,R
18,68547,20340,-54,-1008,54,276,-201,-282,-5.3,24.8,0.4,R
19,68607,20346,93,-948,63,270,-199,-277,4.8,9.9,3,R
20,68637,20353,-97,-980,4,265,-189,-270,0.8,22.7,16.8,R
21,68697,20359,-77,-995,80,265,-187,-271,9.4,12.3,5.8,R
22,68757,20365,-61,-998,119,262,-177,-265,0.2,1.2,2.1,R
23,68787,20371,-30,-989,77,262,-181,-270,1.1,20.3,7.3,R
24,68847,20378,65,-987,48,256,-180,-270,-1.8,11.1,3.7,R
25,68908,20384,-22,-975,71,255,-180,-259,-0.1,4.1,14.4,R
26,68938,20390,-51,-994,14,252,-160,-267,6.5,-1.1,15.1,R
27,68997,20396,-52,-1021,160,244,-162,-267,13.3,4.4,18.8,R
28,69057,20403,-84,-991,62,241,-165,-267,-0.9,-6.3,-1.5,R
29,69087,20409,-58,-1007,113,252,-165,-276,-1.5,-9.6,2.2,R
30,69147,20415,6,-981,62,246,-160,-274,-5.1,-4.4,8.3,R
31,69208,20421,-193,-1012,124,238,-171,-268,-13.1,-9.1,13.8,R
32,69237,20428,-52,-961,27,244,-169,-271,-5.6,-8.6,-7.9,R
33,69297,20434,-200,-975,-4,247,-169,-270,-21.2,-43.3,-4.9,R
34,69357,20440,-76,-965,42,244,-183,-276,0.4,-42.4,0.1,R
35,69387,20446,-113,-976,94,261,-193,-279,7.1,-44.4,-7.5,R
36,69447,20453,-85,-1025,153,249,-195,-289,7.4,8.3,-4.6,R
37,69507,20459,82,-989,96,262,-205,-273,-8.8,-10.2,-14.9,R
38,69537,20465,-28,-1011,84,258,-204,-277,3.4,-0.9,3.5,R
39,69597,20471,140,-985,63,261,-204,-285,1.7,-0.3,-3.9,R
40,69657,20478,25,-1000,49,247,-201,-289,2.3,10.7,10.9,R
41,69687,20484,-39,-1018,72,246,-199,-283,-1.2,4.4,-2.7,R
42,69747,20490,-108,-1041,162,246,-195,-285,-0.2,6.4,0.1,R
43,69807,20496,-78,-1030,129,249,-208,-288,-5.7,0.7,-6.1,R
44,69837,20503,-61,-1007,93,250,-199,-286,-6.6,2.3,8.2,R
45,69897,20509,-108,-989,65,252,-202,-280,-6.7,-2,6,R
46,69957,20515,-151,-991,106,256,-195,-280,-1.7,0.8,0.5,R
47,69987,20521,-58,-970,63,253,-196,-282,-5.8,1.9,-1,R
48,70047,20528,-30,-1001,135,256,-199,-291,-1,4.9,-3,R
49,70106,20534,-39,-999,83,250,-199,-285,-5.9,2.5,5.8,R
50,70137,20540,-98,-1006,87,252,-195,-277,-8.4,0.8,6,R
51,70197,20546,-91,-1015,93,255,-202,-276,-3.2,-0.9,6.3,R
52,70257,20553,-110,-1009,94,256,-190,-277,-2.1,-3,-1.2,R
53,70287,20559,-113,-997,85,249,-192,-280,-4.9,-5.8,-0.1,R
54,70347,20565,-117,-983,90,246,-198,-277,-4.8,-1.9,1.6,R
55,70408,20571,-98,-974,90,253,-192,-283,-2.6,3.6,-0.5,R
56,70437,20578,-109,-984,121,249,-192,-277,-1.4,5.8,-0.7,R
57,70497,20584,-87,-979,61,255,-201,-271,-2.6,1.6,-1.6,R
58,70557,20590,-104,-1000,89,253,-187,-273,0,5.3,2,R
59,70587,20596,-97,-1013,94,259,-195,-276,-2.8,0.5,-2.1,R
60,70647,20603,-94,-1012,94,244,-198,-285,-4,-1.7,-2.4,R
61,70706,20609,-91,-1009,80,255,-207,-280,-4.6,-0.3,-3.2,R
62,70737,20615,-99,-1011,91,256,-196,-274,-2.8,1.1,-3.7,R
63,70797,20621,-25,-991,85,258,-199,-276,-4.4,4.4,1.3,R
64,70857,20628,-104,-988,84,253,-195,-274,-3.7,2.2,2.7,R
65,70886,20634,-82,-983,91,252,-205,-270,-2.3,-1.6,1.2,R
66,70947,20640,-43,-984,81,261,-213,-270,-4.2,-1.1,-5.3,R
67,71007,20646,-81,-991,83,253,-198,-274,-3.9,4.5,0.4,R
68,71037,20653,-85,-998,109,261,-199,-267,-2.3,3.8,-3.4,R
69,71097,20659,-69,-998,60,253,-202,-267,-1.9,4.4,-2.1,R
70,71157,20665,-55,-1005,79,258,-205,-271,-2.7,2.2,-6.5,R
1,1780836,227716,185,-73,959,-306,-462,-36,-19.3,-31.2,-48,R
2,1780897,227722,224,-91,928,-312,-457,-37,-35.5,-15.1,-47.6,R
3,1780925,227728,165,-74,897,-324,-445,-37,-22,-11.2,-39.9,R
4,1780986,227735,137,-70,870,-340,-454,-34,-19.3,-19.5,-33.7,R
5,1781046,227741,211,-20,880,-351,-450,-28,-15.8,-11.8,-39.9,R
6,1781075,227747,232,25,886,-358,-441,-33,-17,-8,-32.6,R
7,1781136,227753,292,38,902,-376,-436,-33,-14,-3.7,-22.9,R
8,1781197,227760,384,64,973,-378,-436,-34,-8.8,4.4,-15.1,R
9,1781225,227766,356,5,977,-384,-433,-31,-8,8.2,-2.3,R
10,1781286,227772,323,-58,979,-378,-432,-43,-4.2,5.9,7.2,R
11,1781377,227778,303,-123,961,-376,-426,-43,0.9,0.3,11.4,R
12,1781398,227785,275,-160,980,-364,-435,-49,0.3,0.9,12.5,R
13,1781436,227791,244,-174,1004,-378,-432,-43,2.1,-0.9,10.2,R
14,1781527,227797,242,-186,973,-366,-436,-39,-3.2,-0.7,7.8,R
15,1781528,227803,242,-186,973,-366,-426,-39,-2.9,-3.3,6.6,R
16,1781587,227810,246,-181,948,-370,-444,-34,-4.1,0,5.2,R
17,1781647,227816,220,-210,925,-357,-447,-42,-3.5,0,2.8,R
18,1781675,227822,233,-187,928,-366,-439,-45,0.6,-0.4,0.6,R
19,1781737,227828,255,-149,967,-369,-441,-33,6,-5,0.5,R
20,1781797,227835,282,-149,954,-373,-430,-46,3.7,0.9,-0.2,R
21,1781826,227841,268,-167,953,-358,-435,-28,0.9,3.2,0.4,R
22,1781917,227847,272,-176,942,-367,-439,-46,0.4,0.2,3.8,R
23,1781945,227853,271,-168,945,-360,-444,-48,0,2.1,4.6,R
24,1781976,227860,265,-183,951,-363,-441,-49,-1.1,5.2,3.9,R
25,1782037,227866,247,-184,973,-372,-435,-48,0.7,4.3,2.1,R
26,1782097,227872,262,-154,1001,-369,-441,-46,1.4,2.5,0.1,R
27,1782125,227878,266,-148,1001,-370,-441,-40,0.7,0.4,0,R
28,1782186,227885,259,-150,978,-366,-439,-43,-1,2.1,1,R
29,1782247,227891,217,-156,973,-364,-438,-46,-0.9,0,2.1,R
30,1782275,227897,253,-155,961,-373,-442,-39,0,-2.3,3.2,R
31,1782367,227903,244,-168,945,-373,-441,-42,-2.3,0.7,3.5,R
32,1782431,227910,255,-160,957,-373,-441,-42,0.4,1.5,3.5,R
33,1782455,227916,260,-160,973,-367,-435,-46,0.5,3,3.5,R
34,1782486,227922,259,-180,965,-355,-432,-43,-0.2,2.6,2.7,R
35,1782546,227928,242,-170,981,-360,-438,-51,-0.1,0.7,4.4,R
36,1782575,227935,245,-183,962,-367,-436,-46,-1,1.5,2.5,R
37,1782636,227941,244,-165,979,-360,-439,-49,0.2,0.1,3.7,R
38,1782697,227947,245,-171,972,-357,-438,-51,-1.2,0.1,4.2,R
39,1782726,227953,234,-180,956,-355,-444,-48,-1.9,2.4,2.1,R
40,1782787,227960,226,-190,953,-358,-436,-54,-0.7,-0.5,3.5,R
41,1782846,227966,239,-194,944,-363,-432,-49,-1.3,1.8,2.6,R
42,1782876,227972,237,-190,963,-361,-436,-54,1,2,1.4,R
43,1782937,227978,241,-170,983,-361,-427,-61,1.5,1.7,1.8,R
44,1782997,227985,216,-169,991,-361,-433,-64,-0.2,2.6,0.8,R
45,1783025,227991,230,-170,983,-363,-432,-54,0.7,0.7,0.1,R
46,1783086,227997,248,-168,978,-360,-436,-55,0,-0.7,0.7,R
47,1783146,228003,251,-159,980,-355,-429,-55,0.3,-0.9,2.8,R
48,1783237,228010,216,-180,966,-354,-436,-57,-1.6,0.4,2.6,R
49,1783258,228016,232,-182,960,-354,-436,-57,0.1,-0.6,2.6,R
50,1783297,228022,226,-174,974,-354,-442,-61,-0.4,0.2,2.7,R
51,1783326,228028,224,-173,977,-361,-429,-58,-0.4,0.2,3.1,R
52,1783386,228035,223,-179,963,-361,-436,-49,-1.1,-0.3,3.3,R
53,1783446,228041,227,-182,949,-360,-444,-45,-0.7,1.8,2.1,R
54,1783475,228047,224,-172,965,-357,-436,-55,1,2.1,2.5,R
55,1783538,228053,233,-166,963,-354,-432,-54,3.1,2.1,5.1,R
56,1783597,228060,204,-173,955,-357,-433,-64,1.6,5.6,3.9,R
57,1783626,228066,207,-156,973,-348,-435,-61,4.2,6.4,5.8,R
58,1783717,228072,179,-163,966,-357,-433,-64,9.8,2.6,5.7,R
59,1783745,228078,224,-118,987,-358,-429,-60,15.9,-5.6,7,R
60,1783776,228085,146,-82,1035,-361,-430,-52,7,-0.2,-7.7,R
1,116486,26334,-109,-965,-5,289,-282,-286,21.6,-14.8,26.8,R
2,116547,26340,-111,-994,181,286,-264,-304,5.6,7.7,29.4,R
3,116607,26346,-77,-939,23,286,-255,-301,-20.2,12.2,5.5,R
4,116636,26353,-25,-943,99,274,-253,-283,-8.4,10.1,11.4,R
5,116697,26359,-118,-954,40,282,-240,-277,-8.8,21.9,-12.9,R
6,116757,26365,-52,-954,-6,289,-249,-276,-5.9,16.9,-30.5,R
7,116786,26371,41,-998,137,286,-253,-271,12.1,32.6,-30.5,R
8,116846,26378,182,-1004,107,286,-261,-271,24.5,44.6,-14.5,R
9,116906,26384,86,-1070,252,279,-267,-267,-15.2,49.1,-13.1,R
10,116936,26390,176,-1048,143,285,-252,-258,-19,68,-16.8,R
11,116997,26396,233,-1045,190,292,-253,-241,-23.5,72.7,-1.7,R
12,117056,26403,353,-917,-43,286,-246,-213,-28.4,34.4,-19.2,R
13,117086,26409,345,-897,-24,286,-246,-213,-28.4,34.4,-19.2,R
14,117146,26415,277,-907,-146,303,-253,-213,1.4,-2.4,5.6,R
15,117207,26421,215,-976,97,294,-246,-219,13.3,-2.8,11.9,R
16,117236,26428,274,-976,100,294,-234,-217,-11.3,9.5,21.6,R
17,117297,26434,259,-961,-9,297,-250,-210,-1.1,-22.4,-9.3,R
18,117356,26440,217,-986,11,292,-247,-208,4.9,-10.6,5.1,R
19,117386,26446,307,-933,-65,297,-249,-208,5.1,-19.2,-15.7,R
20,117446,26453,210,-1002,51,292,-258,-211,12.2,4,6.7,R
21,117506,26459,159,-1017,20,292,-258,-211,12.2,4,6.7,R
22,117548,26465,36,-1006,-61,300,-250,-223,-10.7,-4.4,0,R
23,117596,26471,153,-1026,33,301,-250,-222,-5.8,-6.3,-3.9,R
24,117659,26478,95,-1006,-28,292,-249,-217,-14,-0.4,-4.9,R
25,117686,26484,82,-1017,76,297,-247,-220,-3.2,7,5.1,R
26,117746,26490,50,-972,-57,300,-247,-222,-3.2,3.1,3.7,R
27,117806,26496,75,-970,-16,303,-249,-220,1.4,-0.9,-0.7,R
28,117836,26503,80,-932,-41,300,-249,-211,0.5,-15.1,-5.4,R
29,117897,26509,65,-990,37,291,-252,-226,13.3,-3.7,-4.2,R
30,117956,26515,140,-1014,19,295,-259,-232,6.7,-11.2,-4.6,R
31,117986,26521,60,-1036,80,295,-259,-232,5.8,-1.3,3.7,R
32,118046,26528,122,-1006,44,289,-252,-235,5.8,-1.3,3.7,R
0,1807548,231053,7,-323,1062,-249,-453,-69,-8.7,-6.7,4.9,R
1,1807626,231060,-8,-434,1226,-244,-457,-66,-15.8,-3.1,-15.3,R
2,1807646,231066,-128,-364,1146,-265,-454,-60,-5.8,-30.3,-46.4,R
3,1807687,231072,79,-217,1145,-280,-469,-48,-9.4,-56.8,-49.9,R
4,1807746,231078,111,-77,1065,-306,-457,-33,-36.3,-40.8,-66.1,R
5,1807775,231085,122,-25,808,-325,-463,-30,-36.7,-33.1,-66.2,R
6,1807837,231091,228,112,854,-345,-457,-21,-28.9,-28.4,-56.7,R
7,1807898,231097,253,102,783,-360,-448,-19,-25.8,-9.1,-48.2,R
8,1807925,231103,305,94,840,-376,-439,-24,-15.4,-9.3,-34.5,R
9,1807987,231110,349,109,904,-379,-438,-16,-6.6,-7.6,-19.1,R
10,1808047,231116,362,78,935,-382,-441,-15,-1.7,-1.9,-9.1,R
11,1808075,231122,338,29,999,-385,-438,-12,-1.9,6.6,-3.7,R
12,1808136,231128,312,-29,999,-393,-432,-21,2.3,2.9,1.6,R
13,1808197,231135,317,-73,969,-391,-439,-21,4,1.4,-0.7,R
14,1808226,231141,301,-88,983,-388,-435,-18,4.4,-2.9,2.8,R
15,1808286,231147,320,-92,985,-397,-436,-19,1.3,-1.4,3.5,R
16,1808346,231153,311,-93,980,-397,-436,-19,-2.3,-1.7,4,R
17,1808376,231160,313,-124,919,-387,-439,-22,-7.9,4,4.4,R
18,1808437,231166,256,-138,925,-379,-445,-22,-2.3,2.2,5.1,R
19,1808527,231172,297,-109,946,-376,-445,-21,1.8,1.4,4.8,R
20,1808550,231178,279,-112,977,-385,-444,-25,0.1,3.7,5.4,R
21,1808587,231185,281,-84,1008,-379,-436,-24,-0.8,-0.1,2.3,R
22,1808646,231191,319,-119,958,-385,-438,-15,-1.8,-2.1,3.4,R
23,1808676,231197,293,-139,952,-381,-436,-22,-1.8,-0.2,5.2,R
24,1808736,231203,260,-133,952,-385,-439,-27,0.9,0.9,3,R
25,1808797,231210,308,-98,970,-366,-436,-24,1.7,-1.3,2.5,R
26,1808826,231216,284,-135,945,-372,-442,-28,-0.9,2.1,4.2,R
27,1808887,231222,293,-121,963,-376,-441,-22,-0.8,1.8,3.6,R
28,1808947,231228,302,-128,956,-370,-436,-28,-0.2,1.4,2,R
29,1808975,231235,304,-105,973,-373,-433,-30,0.5,2.5,1.8,R
30,1809037,231241,282,-123,960,-372,-441,-30,0,2.3,3.5,R
31,1809098,231247,263,-119,966,-378,-450,-30,-0.9,2.6,2.8,R
32,1809125,231253,280,-118,984,-372,-436,-24,-0.5,1,3.7,R
33,1809188,231260,268,-121,973,-367,-441,-33,-1.1,1,4.2,R
34,1809311,231272,268,-121,973,-375,-432,-27,-3.2,0.7,5.1,R
35,1809312,231266,282,-113,975,-363,-447,-33,0,0,3,R
36,1809420,231278,296,-136,964,-369,-430,-28,-2.6,0.6,5.4,R
37,1809485,231285,286,-144,955,-369,-430,-28,-4.1,2.7,5.8,R
38,1809486,231291,286,-144,955,-373,-444,-36,-2.7,2.5,6.5,R
39,1809517,231297,258,-142,962,-366,-430,-37,-1,2.8,3.9,R
40,1809617,231310,255,-141,978,-370,-441,-39,1.3,0.6,4.1,R
41,1809617,231303,255,-141,978,-370,-441,-39,0.6,1.4,3.9,R
42,1809668,231316,280,-132,982,-367,-444,-33,2.5,-1.2,3.2,R
43,1809696,231322,278,-138,978,-372,-436,-39,-0.3,1.4,4.2,R
44,1809727,231328,264,-144,979,-369,-447,-37,0,0.5,5.6,R
45,1809787,231335,254,-159,964,-355,-436,-31,-0.3,1,5,R
