sr_no,HostTimestamp,NodeTimestamp_x,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y_dps,Z_dps,move_type
8,2140771,279396,-79,-981,-98,321,-193,-241,2.6,-7.7,0.2,D
9,2140831,279403,-108,-1028,-111,327,-201,-241,5.9,1.3,4.2,D
10,2140861,279409,-78,-1013,-79,324,-192,-247,5.9,-4.5,1.6,D
11,2140921,279415,-101,-1004,-78,330,-199,-259,3.9,-3.2,4.4,D
12,2140981,279421,-92,-1006,-42,321,-201,-250,3.4,1.1,7.8,D
13,2141011,279428,-106,-985,-71,315,-189,-259,0.7,0.3,3.2,D
14,2141071,279434,-103,-976,-54,316,-189,-259,4.3,4.1,4.8,D
15,2141131,279440,-37,-974,-38,307,-184,-262,7.6,-6,1.5,D
16,2141161,279446,-46,-986,-89,307,-189,-273,2.6,-10.5,4.9,D
17,2141221,279453,-136,-1011,-48,309,-190,-264,6.8,-9.9,4.4,D
18,2141281,279459,-91,-1027,0,301,-190,-274,1.9,-2.1,9.2,D
19,2141311,279465,-140,-1020,-51,297,-189,-279,-3.2,1.8,5.7,D
20,2141371,279471,-113,-1002,-12,298,-187,-268,3.7,-7.7,-3.7,D
21,2141431,279478,-66,-1006,40,298,-190,-276,5.8,1.6,-1.4,D
22,2141461,279484,-82,-975,-39,297,-198,-268,-0.7,-2.1,-1.1,D
23,2141521,279490,-55,-978,-10,306,-196,-279,-6.5,5.7,-0.7,D
24,2141581,279496,-110,-1004,-30,303,-190,-277,-7,-1.8,-3.1,D
25,2141611,279503,-72,-996,-40,301,-190,-283,-1.1,-4.2,-4.8,D
26,2141671,279509,-134,-1011,-15,301,-193,-277,-7.6,-0.8,0.5,D
27,2141761,279515,-82,-993,-4,298,-201,-285,4,-13.3,-15.8,D
28,2141793,279521,-90,-985,-12,301,-211,-285,-6.1,-6.3,-9.2,D
29,2141820,279528,-84,-981,-51,307,-210,-288,-0.9,-6,-12.2,D
30,2141881,279534,-87,-1003,-40,297,-219,-285,-4.6,1.3,-6.8,D
31,2141910,279540,-105,-1014,-19,297,-223,-279,-7.2,11.4,-7,D
32,2141970,279546,66,-981,15,306,-213,-282,-9,33.3,-2.8,D
33,2142031,279553,-172,-995,-35,301,-208,-274,-0.7,77.8,9.3,D
34,2142060,279559,-172,-995,-35,301,-213,-277,18.3,-3.5,-25.4,D
35,2142121,279565,-58,-1009,-5,292,-211,-285,4.3,2.5,-4.9,D
36,2142181,279571,0,-1011,-6,297,-211,-283,3.7,2.6,-10,D
37,2142210,279578,14,-1009,35,297,-207,-283,-0.2,-3.5,-4.2,D
38,2142271,279584,-49,-1035,-9,294,-211,-288,-4.9,1.4,1.4,D
39,2142331,279590,-36,-1033,10,304,-219,-288,-1.4,-12.8,-8.3,D
40,2142361,279596,-25,-1034,12,303,-216,-285,-15.6,-2.6,2.1,D
41,2142422,279603,-9,-1009,-34,297,-219,-283,-3.1,3.1,0,D
42,2142481,279609,-12,-1026,0,312,-219,-288,-1.6,-3,-2.6,D
43,2142511,279615,-26,-1019,-21,304,-216,-273,-5.6,4.8,1.3,D
44,2142571,279621,-28,-1013,-8,301,-222,-276,-2.5,3,0.9,D
45,2142631,279628,-2,-987,5,310,-225,-273,-4.6,4.9,3.1,D
46,2142661,279634,-10,-994,-26,303,-222,-274,-1,-0.5,1.7,D
47,2142721,279640,-26,-1000,-13,300,-219,-276,-3.3,0.7,4.1,D
48,2142781,279646,-36,-1017,-13,295,-216,-276,-4.6,-3.4,1.9,D
49,2142810,279653,-37,-1015,-13,301,-222,-279,0.5,1.2,-1.7,D
50,2142871,279659,-21,-1004,-37,301,-226,-276,0.1,-1.9,-3.6,D
51,2142952,279665,-30,-993,-12,295,-219,-286,0.7,-3.8,-5.8,D
52,2142961,279671,18,-954,11,294,-222,-280,-5,1.7,2.8,D
53,2143021,279678,4,-958,-12,301,-223,-271,-4.5,4.8,6.9,D
54,2143081,279684,-22,-975,-52,291,-217,-285,0.5,-1.7,2.1,D
55,2143110,279690,-19,-994,-6,304,-223,-280,1.9,-0.1,1.8,D
56,2143171,279696,-27,-1000,-44,289,-220,-283,4.9,-0.7,-3.2,D
57,2143231,279703,-46,-1015,-50,294,-217,-283,7,1.5,-7,D
58,2143260,279709,-2,-1004,-7,285,-216,-289,7.8,4.4,-3.2,D
59,2143321,279715,-14,-999,7,288,-222,-291,1.7,2.5,-0.4,D
60,2143381,279721,-12,-1005,-17,291,-211,-285,2.8,3.5,-2.1,D
61,2143410,279728,16,-990,32,285,-222,-289,3.6,-2.1,-1.6,D
62,2143471,279734,14,-982,14,282,-225,-297,2.3,-2.1,2.1,D
63,2143531,279740,-68,-1042,19,280,-219,-301,-2.5,0.2,7.3,D
64,2143561,279746,6,-1004,37,280,-219,-291,-3.7,-4.5,2.1,D
65,2143621,279753,-35,-1013,6,286,-219,-286,-2.6,-1.6,1.9,D
66,2143681,279759,-35,-1013,6,277,-226,-291,-4,-3.8,1.7,D
67,2143710,279765,-19,-1003,31,279,-220,-297,0.7,-3.3,-0.4,D
68,2143771,279771,-14,-1000,-4,276,-223,-304,1.4,-9.9,-2.5,D
69,2143830,279778,-55,-1011,-24,279,-222,-292,1.4,-9.9,-2.5,D
70,2143861,279784,-16,-1009,54,280,-220,-304,6.8,1.1,2.4,D
71,2143921,279790,-47,-1009,24,270,-226,-310,10,-1.1,-1.5,D
72,2143981,279796,-12,-995,52,271,-222,-315,8.4,-0.9,-0.9,D
73,2144010,279803,-8,-990,57,274,-216,-315,9.1,0.3,-0.1,D
74,2144071,279809,-21,-1012,80,259,-217,-327,9.3,-3.4,-1.4,D
75,2144131,279815,-20,-1030,88,268,-219,-330,5.1,-1.1,0.2,D
76,2144161,279821,-15,-1010,84,256,-226,-328,5.2,-1.4,-1.4,D
77,2144221,279828,-4,-1000,103,258,-229,-334,2.8,-3.2,-0.8,D
78,2144281,279834,-4,-1000,103,259,-231,-330,0.4,-0.5,1.6,D
79,2144310,279840,-12,-976,118,262,-223,-331,0.4,-3.3,1,D
80,2144371,279846,1,-965,109,259,-223,-333,2.1,-0.8,3.5,D
81,2144431,279853,-16,-988,120,259,-223,-336,0.8,-0.5,3.2,D
82,2144460,279859,-7,-1027,116,255,-219,-348,0.8,-0.5,3.2,D
83,2144521,279865,-37,-997,91,250,-217,-346,-2.1,-3,1.5,D
84,2144582,279871,-19,-1033,105,253,-216,-342,-3.5,-0.4,3.7,D
85,2144611,279878,-32,-1025,95,252,-220,-336,-7,-3,4.2,D
86,2144671,279884,-22,-1005,96,253,-225,-342,-6.5,-4,1.4,D
87,2144731,279890,-48,-1041,125,259,-219,-336,-13,-5.5,0.7,D
88,2144760,279896,-29,-1019,69,267,-222,-328,-9.7,-2.4,-5.7,D
89,2144821,279903,-13,-1009,84,255,-225,-337,-10.6,-0.5,-1.6,D
90,2144881,279909,-10,-1008,67,264,-226,-321,-13.3,-1.6,-3.3,D
91,2144911,279915,-39,-991,7,264,-226,-319,-14.7,-1.6,-2,D
92,2144971,279921,2,-1000,56,273,-222,-321,-5.8,-1,-3.8,D
93,2145031,279928,-31,-1003,29,270,-228,-318,-9.7,-0.9,-2.9,D
94,2145060,279934,-10,-994,7,268,-235,-321,-7.5,-0.5,-2.3,D
95,2145121,279940,-27,-1015,9,280,-232,-312,-7.9,1.2,-1.4,D
96,2145181,279946,10,-991,5,273,-229,-312,-2.3,-0.1,-3.2,D
97,2145211,279953,-10,-1027,28,276,-235,-315,2.1,4,1.1,D
98,2145271,279959,27,-1020,44,274,-231,-310,1.8,4.4,0.8,D
99,2145331,279965,4,-1015,26,265,-235,-309,0.2,1.6,-0.2,D
100,2145360,279971,-11,-1020,35,274,-231,-315,-1.8,3.4,1.8,D
101,2145421,279978,-1,-1016,28,265,-226,-315,-1.6,1.1,1.4,D
102,2145481,279984,-11,-1013,40,261,-225,-319,-1.4,1.4,1.9,D
1,625695,88622,65,-65,1145,-246,-463,-69,20.7,-3.7,14.4,D
2,625756,88628,-4,-85,1071,-234,-454,-75,22.6,7.9,12.3,D
3,625818,88635,90,-48,1298,-244,-459,-67,23.5,10.2,4.1,D
4,625845,88641,70,-61,1261,-240,-456,-81,7,13.3,2.4,D
5,625906,88647,79,-44,1216,-240,-454,-79,2.6,14.3,2.9,D
6,625966,88653,101,-40,1126,-241,-451,-73,-1,-4.5,4.2,D
7,625994,88660,71,-44,1015,-241,-460,-78,-5.6,0.4,3.7,D
8,626055,88666,59,-28,1014,-247,-460,-76,-0.4,-6,2.8,D
9,626116,88672,35,-41,1004,-238,-448,-79,3.3,-5.2,2.1,D
10,626145,88678,44,-37,1000,-244,-454,-67,-0.9,-0.9,1,D
11,626206,88685,69,-33,1013,-234,-453,-72,-1.4,0.2,0,D
12,626265,88691,77,-36,1031,-240,-450,-82,-2.5,-2.6,1.5,D
13,626295,88697,71,-52,1005,-240,-460,-73,-2.8,0.4,1.9,D
14,626356,88703,85,-51,996,-243,-454,-64,-3.7,-1,1.8,D
15,626416,88710,64,-51,1013,-243,-454,-76,1.5,-1.6,2.1,D
16,626445,88716,75,-45,1042,-241,-462,-72,-3.1,-2.8,2.5,D
17,626506,88722,72,-43,1001,-238,-456,-72,-3,-0.7,2.2,D
18,626565,88728,82,-48,997,-241,-459,-82,-1.6,-1.6,2.5,D
19,626594,88735,90,-52,1007,-252,-465,-76,-0.6,-1.4,2.5,D
20,626656,88741,88,-55,991,-237,-466,-76,-1.4,-0.6,3.4,D
21,626717,88747,73,-62,1009,-238,-460,-78,-1.2,-1.5,3.3,D
22,626745,88753,73,-67,995,-246,-457,-79,-3.4,0.9,3.2,D
23,626806,88760,77,-73,1015,-235,-459,-70,-0.2,0,3,D
24,626866,88766,78,-66,1005,-231,-457,-69,-4.1,1.1,1.6,D
25,626895,88772,75,-66,1016,-237,-463,-76,-2.5,3.1,2.4,D
26,626979,88778,74,-66,1010,-234,-453,-72,-0.9,-0.8,1.9,D
27,627016,88785,94,-55,1019,-232,-454,-76,-1.1,-1.4,2.5,D
28,627045,88791,78,-69,989,-235,-457,-73,-3.1,-1.6,3.9,D
29,627106,88797,69,-73,1002,-229,-460,-81,-0.9,-2.5,3.8,D
30,627166,88803,81,-81,979,-235,-460,-73,-4.8,1.8,4,D
31,627195,88810,65,-92,980,-228,-465,-70,-2.6,0.6,4.1,D
32,627256,88816,62,-89,1019,-234,-454,-72,-0.7,2.7,3.5,D
33,627346,88822,75,-80,1011,-228,-463,-70,-3.2,2.3,3.8,D
34,627347,88828,73,-84,1019,-222,-453,-82,-1.1,2.5,4.4,D
35,627406,88835,72,-85,1015,-220,-454,-76,-5.2,2.5,6,D
36,627467,88841,67,-90,1027,-226,-456,-78,1.1,-0.7,4.6,D
37,627495,88847,64,-91,1008,-228,-460,-72,-1.3,-1,3.9,D
38,627555,88853,59,-94,1012,-216,-457,-75,-1.6,-1.4,3.8,D
39,627617,88860,62,-99,991,-219,-466,-81,-2.3,0.5,2.8,D
40,627645,88866,45,-99,997,-226,-459,-79,-0.1,-2.5,2.2,D
41,627706,88872,55,-93,1019,-226,-465,-73,-1.4,0,2.1,D
42,627766,88878,73,-93,1026,-216,-465,-78,-1.2,-1.1,0.7,D
43,627794,88885,69,-102,1000,-214,-459,-69,-2,0,2.1,D
44,627856,88891,77,-97,1029,-219,-456,-75,-0.3,-2.7,2.3,D
45,628003,88903,74,-108,992,-226,-456,-81,-2.1,1.1,2.8,D
46,628003,88897,74,-108,992,-226,-456,-81,-3.1,0.2,2.5,D
47,628024,88910,46,-119,969,-226,-456,-81,1,0.4,2.1,D
48,628155,88916,55,-110,1003,-226,-456,-75,0.7,-0.3,1.4,D
49,628155,88922,55,-110,1003,-226,-456,-75,1.3,1,0.2,D
50,628175,88928,56,-105,1006,-226,-456,-75,0.4,1.2,-0.3,D
51,628216,88935,79,-102,1009,-225,-460,-69,2.5,-0.6,0,D
52,628245,88941,89,-98,1022,-226,-453,-75,2.2,-0.5,0.2,D
53,628305,88947,91,-92,1049,-225,-454,-75,1.3,-5,0.5,D
54,628366,88953,71,-103,998,-225,-456,-73,-1.1,-2.8,1.1,D
55,628394,88960,55,-107,995,-225,-456,-73,0.7,-1.1,0,D
56,628456,88966,61,-100,969,-223,-456,-63,2.8,-2,-0.7,D
0,2171019,283178,-1,-886,-143,346,-192,-207,-0.2,-2.5,-0.2,D
1,2171070,283184,-1,-886,-143,343,-192,-208,0,0.3,4.6,D
2,2171131,283190,15,-913,-112,354,-192,-207,2.2,-4.3,8.3,D
3,2171161,283196,-109,-947,-128,336,-184,-214,-1.8,0,11.9,D
4,2171221,283203,-62,-950,-78,334,-180,-214,6.1,-4.2,3,D
5,2171281,283209,-14,-962,-96,336,-192,-219,3.9,-5.7,2.9,D
6,2171311,283215,-17,-939,-124,336,-192,-216,-0.3,-1.4,4.6,D
7,2171371,283221,-128,-987,-177,327,-187,-217,-5.6,-4.9,-3.9,D
8,2171431,283228,-99,-1028,-125,322,-190,-220,6.4,-12.1,0.9,D
9,2171461,283234,-137,-1032,-135,324,-189,-228,2.6,-5.3,3.9,D
10,2171521,283240,-74,-1005,-121,319,-193,-237,-4.4,5.8,5.2,D
11,2171581,283246,-109,-1022,-96,315,-198,-235,7.7,-4.9,0.1,D
12,2171611,283253,-24,-987,-125,316,-187,-240,6,4.8,-3.8,D
13,2171671,283259,-75,-985,-121,315,-192,-250,3.2,-0.1,6.7,D
14,2171731,283265,-64,-977,-96,322,-195,-249,11.8,-8.6,-8.6,D
15,2171761,283271,-11,-969,-60,310,-202,-255,3.1,0.4,-4.5,D
16,2171820,283278,-92,-967,-138,309,-199,-249,5.7,-3,-7.6,D
17,2171882,283284,-31,-1008,-56,309,-208,-261,2.3,-3.5,-2.3,D
18,2171910,283290,-137,-995,-107,306,-205,-265,2.9,-3.2,-1.7,D
19,2171971,283296,-87,-988,-61,310,-216,-265,10.3,-0.5,-13,D
20,2172031,283303,42,-938,-106,304,-216,-279,12,-4.1,-15.9,D
21,2172061,283309,-78,-1030,-5,294,-220,-286,19,-3,-3.1,D
22,2172121,283315,-42,-1045,-20,298,-217,-289,17.9,1.6,-7.1,D
23,2172181,283321,-9,-1030,45,295,-223,-294,11.9,-3.4,-7.3,D
24,2172210,283328,-41,-976,-76,294,-229,-304,24.4,-4.2,-16.3,D
25,2172271,283334,52,-1027,59,274,-229,-319,27.2,-4.2,-10.1,D
26,2172334,283340,41,-1034,137,273,-237,-324,10.1,-5.6,-9.4,D
27,2172365,283346,162,-1015,216,271,-244,-322,9.5,-2.2,-12.1,D
28,2172420,283353,34,-1000,109,271,-240,-328,3.2,2.1,-3.7,D
29,2172481,283359,197,-951,141,273,-241,-331,-3.9,0.9,-7.4,D
30,2172510,283365,-12,-1040,-27,273,-231,-334,-5.9,4.2,-3.8,D
31,2172570,283371,125,-1064,83,274,-241,-331,10.5,1.2,-5.1,D
32,2172631,283378,125,-1064,83,268,-240,-342,-3.7,9.4,12.1,D
33,2172660,283384,91,-1043,118,267,-237,-342,2.5,3,-5.9,D
34,2172721,283390,27,-1017,58,264,-238,-337,-8.8,2.7,5.5,D
35,2172780,283396,-21,-1026,78,264,-231,-340,-3.6,2.5,0.8,D
36,2172810,283403,19,-1002,77,259,-229,-342,-2.1,-1.8,-1.6,D
37,2172870,283409,0,-1006,66,259,-229,-340,-2.8,0.9,-1.9,D
38,2172930,283415,16,-995,60,262,-238,-337,-0.4,0,-1.6,D
39,2172962,283421,31,-1048,48,258,-241,-331,-4.1,3,-9.1,D
40,2173020,283428,179,-974,-122,273,-246,-327,-13.7,6.3,-26.3,D
41,2173110,283434,106,-1060,121,267,-241,-333,1.5,5,-4.5,D
42,2173141,283440,87,-1028,17,259,-241,-327,-3.5,7.7,-1.8,D
43,2173170,283446,38,-1045,94,262,-237,-331,6.5,4.2,-1.7,D
44,2173231,283453,80,-985,73,264,-237,-333,-3,2.3,6.5,D
45,2173260,283459,-8,-1020,81,264,-235,-339,1.1,0.9,6.3,D
46,2173320,283465,30,-991,99,267,-238,-337,-0.8,1.8,3.9,D
1,654407,92210,17,-224,933,-225,-466,-79,0.2,0.8,3.7,D
2,654466,92216,68,-196,1015,-214,-465,-82,1.1,-1.1,3.3,D
3,654494,92222,68,-196,1015,-211,-453,-88,1.1,-1.1,3.3,D
4,654556,92228,38,-208,1000,-220,-454,-87,2.1,-2.5,3.5,D
5,654616,92235,70,-211,987,-220,-459,-84,-1.3,3.2,5.8,D
6,654644,92241,36,-230,971,-204,-454,-84,-2.8,2.5,6.8,D
7,654706,92247,47,-224,999,-201,-454,-82,-2.7,5.3,6.8,D
8,654767,92253,12,-241,998,-211,-463,-90,2.8,-2.2,4,D
9,654795,92260,26,-225,989,-208,-457,-78,-0.9,2,1.7,D
10,654856,92266,21,-223,958,-204,-451,-87,0.3,2.4,-0.4,D
11,654916,92272,41,-208,1004,-205,-459,-85,2.1,1.8,0.2,D
12,654964,92278,50,-205,1008,-205,-453,-91,-0.2,1.7,1.4,D
13,655006,92285,28,-207,1002,-205,-460,-90,-0.3,2.7,2.7,D
14,655066,92291,40,-218,998,-208,-454,-90,-3.2,1.6,4.2,D
15,655096,92297,5,-241,966,-208,-462,-88,-3.1,2.1,4.1,D
16,655155,92303,2,-225,1014,-205,-457,-91,2.9,-2.3,2.2,D
17,655215,92310,26,-216,1011,-207,-460,-94,-2.2,0.4,2.5,D
18,655245,92316,9,-227,957,-207,-454,-93,-1.5,-0.6,2.8,D
19,655305,92322,23,-220,982,-201,-460,-84,2.1,-0.8,1.9,D
20,655395,92328,23,-220,982,-211,-448,-88,2.1,-0.8,1.9,D
21,655418,92335,35,-228,1011,-201,-454,-87,-1.4,0.6,3,D
22,655455,92341,8,-239,990,-192,-459,-87,-2.7,0.4,2.8,D
23,655546,92347,11,-226,997,-202,-459,-88,-2.1,-0.1,1.9,D
24,655546,92353,11,-226,997,-202,-457,-88,-2.1,-0.1,1.9,D
25,655605,92360,31,-225,983,-207,-460,-90,-0.4,-1.7,1.5,D
26,655665,92366,31,-227,994,-201,-456,-94,-0.4,-0.1,2.4,D
27,655695,92372,42,-233,985,-198,-457,-90,-1.7,-0.3,2.5,D
28,655755,92378,0,-244,968,-207,-454,-96,1.9,0.4,2,D
29,655815,92385,11,-237,1007,-195,-462,-90,-0.7,1.4,0.5,D
30,655845,92391,-5,-250,937,-201,-459,-87,1.4,2.7,-1.1,D
31,655905,92397,14,-240,1011,-201,-454,-88,3.3,1.1,-3.2,D
32,655966,92403,45,-229,985,-208,-447,-96,4.2,0.8,-3.5,D
33,655996,92410,52,-203,1045,-207,-457,-93,3.2,-1.1,-1.4,D
34,656055,92416,33,-203,983,-208,-456,-82,-2.3,0.2,1.2,D
35,656116,92422,17,-216,1011,-216,-465,-90,0.7,-3,2.1,D
36,656145,92428,5,-237,957,-214,-453,-97,-4.6,0.2,2.4,D
37,656206,92435,29,-234,989,-210,-457,-88,1.1,-1.8,1.1,D
1,2198160,286571,4,-854,-103,345,-217,-225,-4.1,1.3,7.7,D
2,2198220,286578,-101,-880,-179,336,-210,-232,-2.5,0.4,8.7,D
3,2198280,286584,-157,-876,-140,337,-205,-226,4.2,2.6,2.9,D
4,2198310,286590,15,-826,-70,342,-211,-237,12.8,-8.6,-7.4,D
5,2198370,286596,45,-857,-49,333,-211,-244,8.4,1.4,2.8,D
6,2198431,286603,36,-894,-44,328,-214,-247,4.4,0.9,7.4,D
7,2198460,286609,-64,-895,-97,334,-208,-255,-4.8,6.6,21.3,D
8,2198520,286615,-54,-897,-182,319,-199,-241,4.7,-17,4.6,D
9,2198581,286621,-195,-979,-91,319,-204,-250,2.3,-2.9,10.9,D
10,2198610,286628,-58,-930,-98,312,-190,-255,0.2,25.9,19.6,D
11,2198670,286634,-138,-1052,25,312,-190,-255,10.1,20,18,D
12,2198730,286640,-198,-1010,-99,301,-180,-256,-5.7,7.3,5.1,D
13,2198760,286646,-128,-1023,-7,294,-189,-261,10.3,18.5,4.4,D
14,2198821,286653,30,-948,-26,292,-187,-270,17.7,-4.7,-4.1,D
15,2198880,286659,-237,-1036,-12,295,-186,-271,14.9,-3,-3.7,D
16,2198910,286665,-135,-1006,-43,285,-187,-294,34.5,-11.6,-14.5,D
17,2198970,286671,-10,-979,159,282,-199,-309,39.2,-2.7,-13.9,D
18,2199030,286678,-90,-1014,-29,270,-204,-307,33,-11.8,-23.8,D
19,2199060,286684,-70,-1150,8,271,-210,-336,16.8,2.9,-20.5,D
20,2199120,286690,31,-1135,102,261,-225,-340,25.2,-0.9,-22.6,D
21,2199181,286696,21,-1097,105,258,-231,-340,2.5,-0.1,-5.8,D
22,2199210,286703,-170,-1198,140,252,-225,-352,18.2,-2.6,6,D
23,2199270,286709,26,-1105,150,243,-228,-361,10.7,4.4,-3,D
24,2199331,286715,-83,-1076,61,247,-225,-349,-15,-1.1,-2.5,D
25,2199360,286721,12,-1112,209,247,-225,-354,1.9,3.5,-4.9,D
26,2199420,286728,-29,-1093,-129,259,-238,-342,-48.7,-4.6,-20.8,D
27,2199480,286734,-86,-1078,103,259,-238,-342,-2.4,3.2,-1.6,D
28,2199513,286740,34,-1030,53,256,-234,-342,-10,10,-0.2,D
29,2199570,286746,64,-963,84,252,-232,-339,-2.8,1.3,2,D
30,2199630,286753,-27,-955,36,255,-228,-339,-3.2,3.9,3.8,D
31,2199660,286759,37,-978,107,258,-229,-339,-1.3,2.1,-4.8,D
32,2199720,286765,-57,-1004,45,262,-240,-333,-4.7,4.2,0,D
33,2199780,286771,10,-1016,182,255,-229,-339,20,-0.3,-5.3,D
34,2199810,286778,34,-991,96,256,-237,-337,-3.3,3.7,0.2,D
35,2199870,286784,-47,-1019,15,252,-229,-340,6.9,2.7,-2.5,D
0,21551,3642,116,0,1094,-292,-466,-72,1.4,16.1,-0.4,D
1,21626,3648,90,-13,1061,-289,-453,-67,-11.2,16.9,3.2,D
2,21647,3655,103,-21,1042,-298,-450,-75,-12.3,12.8,5.1,D
3,21686,3661,61,-35,1035,-285,-447,-82,-14.7,9.8,9.7,D
4,21746,3667,60,-33,1004,-277,-451,-76,-18.2,7.1,8.6,D
5,21775,3673,66,-44,991,-267,-453,-88,-15.1,5.8,8.3,D
6,21836,3680,62,-58,1042,-268,-448,-93,-9.5,3.4,5.9,D
7,21897,3686,8,-80,1022,-265,-451,-91,-15.8,0,11.1,D
8,21925,3692,64,-64,978,-264,-445,-93,-9.8,3.1,7.5,D
9,21986,3698,35,-96,1092,-252,-451,-90,-3.5,-0.4,9.8,D
10,22046,3705,0,-116,1019,-252,-454,-93,-12.2,3.5,11.8,D
11,22075,3711,28,-110,1022,-250,-451,-94,-5.5,-0.4,8,D
12,22167,3717,1,-128,1063,-244,-454,-94,-3.8,3.4,8.2,D
13,22196,3723,6,-139,1029,-247,-451,-106,-5.3,7,7.8,D
14,22226,3730,25,-134,999,-249,-451,-100,-0.9,2.2,5.1,D
15,22286,3736,30,-122,1023,-232,-454,-100,-1.9,4.7,6,D
16,22347,3742,16,-135,1009,-234,-439,-105,-3.2,5.4,6.1,D
17,22375,3748,-16,-145,981,-237,-445,-103,-1.6,4.6,4.9,D
18,22436,3755,-1,-129,1010,-241,-439,-108,2.9,4.4,3,D
19,22497,3761,-3,-118,1025,-237,-444,-114,3.7,5.2,3.2,D
20,22525,3767,-19,-109,1020,-234,-441,-105,2.5,7.4,5.6,D
21,22586,3773,-7,-113,1049,-232,-451,-109,3.7,3.1,4.7,D
22,22646,3780,-6,-117,1035,-237,-442,-100,1.6,2,4.8,D
23,22677,3786,-27,-132,1023,-237,-444,-100,0.7,2.1,4.7,D
24,22736,3792,-24,-128,1011,-237,-439,-102,0.1,0.1,3.3,D
25,22797,3798,-32,-132,1008,-225,-427,-102,0,2.3,2,D
26,22825,3805,-38,-123,1027,-231,-442,-105,0.2,0.4,0.9,D
27,22886,3811,-38,-123,1027,-232,-438,-100,0.2,0.4,0.9,D
28,22947,3817,-20,-109,1021,-235,-439,-111,-0.4,-0.9,0.7,D
29,22996,3823,-34,-117,1021,-232,-445,-99,-2.1,-0.8,2.5,D
30,23036,3830,-18,-119,1020,-234,-435,-109,-1.5,-0.9,3.2,D
31,23096,3836,-23,-127,1000,-235,-450,-103,-2.3,-0.6,2.6,D
32,23125,3842,-24,-131,1005,-225,-441,-109,-1.1,-1.8,2.2,D
33,23186,3848,-35,-142,979,-226,-442,-100,-1.6,0.9,2.3,D
34,23247,3855,-27,-131,1000,-237,-447,-106,1.3,-0.2,0,D
35,23275,3861,-33,-116,1008,-235,-441,-94,1.7,-1.1,1.1,D
36,23336,3867,-36,-114,1031,-235,-432,-102,0,-0.4,2.2,D
37,23365,3873,-31,-121,998,-235,-442,-103,-0.8,1,2.3,D
38,23426,3880,-18,-118,1005,-241,-445,-96,1.5,-1.2,2.6,D
39,23487,3886,-28,-134,1016,-232,-447,-108,-0.5,1.2,3.4,D
40,23515,3892,-34,-129,1020,-232,-445,-103,2.3,-0.5,2.5,D
41,23575,3898,-25,-120,1029,-232,-445,-99,0.2,2.1,2.3,D
42,23636,3905,-31,-123,1009,-234,-448,-109,-1,-0.2,2.8,D
43,23696,3911,-27,-122,994,-241,-448,-100,0.9,1.1,2.5,D
44,23725,3917,-27,-121,1015,-234,-442,-108,0.4,0.4,2.3,D
45,23787,3923,-31,-128,1017,-231,-433,-100,0.5,0.1,2.2,D
46,23816,3930,-51,-127,1015,-234,-435,-105,0.1,-0.9,2,D
47,23875,3936,-37,-126,1001,-231,-438,-109,-0.5,-0.4,2,D
48,23936,3942,-30,-125,1006,-229,-429,-103,1,-0.8,1.4,D
49,23997,3948,-26,-120,1011,-234,-438,-100,1,-0.4,1.7,D
50,24026,3955,-31,-123,1021,-237,-447,-105,0.6,-0.9,2.1,D
51,24086,3961,-24,-127,1036,-237,-439,-109,-1.2,-0.5,2.1,D
52,24115,3967,-26,-127,1016,-228,-439,-108,-1.4,-1.8,2.1,D
53,24176,3973,-37,-133,1011,-223,-433,-106,-3.4,-0.4,2.3,D
1,2240220,291828,-55,-958,-168,339,-196,-208,3.5,-4.6,-2.1,D
2,2240250,291834,-73,-975,-145,345,-193,-216,7.2,-0.5,0.1,D
3,2240310,291840,-59,-1003,-94,336,-199,-213,3.9,-3.5,0.9,D
4,2240370,291846,-9,-981,-98,334,-193,-226,4.3,-3,3.2,D
5,2240400,291853,-94,-994,-104,324,-198,-229,7.4,-5.5,1.1,D
6,2240460,291859,-56,-1002,-93,328,-187,-228,-2.1,0.4,6.9,D
7,2240520,291865,-107,-985,-121,334,-192,-231,2.3,4.4,2.6,D
8,2240550,291871,-51,-965,-152,324,-195,-231,0.4,11.6,-3.7,D
9,2240610,291878,-118,-996,-115,324,-190,-226,18.4,15.8,0.9,D
10,2240670,291884,-6,-948,-78,322,-196,-231,10.4,4.9,-12.6,D
11,2240700,291890,-32,-1000,-72,327,-202,-238,13,0.4,-3.2,D
12,2240760,291896,-43,-979,-100,318,-195,-247,1.8,-2.5,1.3,D
13,2240820,291903,-22,-1020,-81,319,-201,-247,8.6,-6.7,-7.5,D
14,2240850,291909,14,-1038,-48,312,-204,-247,11.2,-5.3,0.4,D
15,2240910,291915,-15,-1065,-18,303,-204,-259,3.8,-2.1,2.4,D
16,2240970,291921,-45,-1044,-15,312,-198,-261,1.6,-5.8,0.2,D
17,2241000,291928,-32,-1003,-34,319,-207,-261,-5.1,-2.6,0.2,D
18,2241060,291934,-6,-979,1,319,-207,-261,-5.5,-4.3,-3.5,D
19,2241120,291940,-4,-959,-57,310,-213,-252,-6.3,2.6,-2.8,D
20,2241149,291946,-51,-959,-102,310,-213,-252,-10.5,3.2,4.4,D
21,2241210,291953,-12,-970,-101,315,-208,-261,-2.7,-0.5,-2.3,D
